time,F0,F1,F2,F3
0.022675736961451528,,758.2391936343681,1361.8190045161612,2595.6417266251888
0.032675736961451526,,859.3519303079039,1595.4822783787868,2943.567284731572
0.04267573696145153,,859.3675588527586,1773.5287384606345,2631.9855896368535
0.05267573696145153,,781.3798237075056,1655.443272903861,2269.528499106976
0.06267573696145153,,970.9840011340572,1769.6932363794745,2981.290525502125
0.07267573696145153,,919.341969991753,1710.2139592285268,2913.286397457985
0.08267573696145153,,819.1140736620744,1569.7279403203547,2693.9997751218625
0.09267573696145152,,882.176033889367,1682.111762342993,2634.088049009882
0.10267573696145153,,764.8484896737585,1509.2555512326971,2302.8227591629293
0.11267573696145153,,780.8526808155004,1443.128306657297,2248.1587531238524
0.12267573696145154,,868.2577540864247,1603.244763088953,2574.208926639565
0.13267573696145152,,773.1284155381368,1598.7521256082741,2918.2272310319017
0.14267573696145153,,821.9067541450746,1552.928853266733,2517.071778415542
0.15267573696145154,,944.9309209106347,1533.6258179222875,2176.758990626105
0.16267573696145154,,732.9019459547548,1495.202258687887,2184.753427918736
0.17267573696145153,,675.6584492830987,1533.3123760628782,2253.2414139866596
0.18267573696145153,,764.6140573348607,1551.4198204064878,2283.0908312556817
0.19267573696145154,,693.7614303639666,1449.3322178867438,2177.6523388787573
0.20267573696145152,,698.3395004675714,1470.7001505923424,2185.0996898496337
0.21267573696145153,,711.8933918971076,1555.0841728082103,2153.7568315524004
0.22267573696145154,,676.8402117815095,1612.0913298263292,2219.5386071715943
0.23267573696145152,,710.2378692378971,1683.2374482654313,2543.209623794513
0.24267573696145153,,764.2888764694949,1657.7527559334894,2474.7780981900387
0.2526757369614515,,715.5351679515479,1616.8668158927849,2281.8507349908873
0.2626757369614515,,699.1052367505426,1668.270794040646,2362.998210261379
0.27267573696145153,,717.6585762092639,1651.2883748965658,2305.0035999468655
0.28267573696145154,,776.7626183498014,1666.8936466134408,2532.734971901208
0.29267573696145155,,789.8328335299537,1607.1609726560298,2781.7418510005473
0.30267573696145156,,593.352059376148,1405.537419326731,2501.7729647363985
0.3126757369614515,,597.809287206531,1428.7940679396806,2350.768651982582
0.3226757369614515,,739.5508053843527,1528.9975730939775,2562.712029677598
0.33267573696145153,,726.3147770347233,1498.3956884297263,2558.297773039515
0.34267573696145154,,721.0987643119191,1471.0044148878517,2369.7363739563343
0.35267573696145155,,768.2109620257121,1576.407715678847,2551.867937017294
0.36267573696145156,,778.8107177114805,1557.22359513825,2645.7766119490216
0.3726757369614515,,656.716631114736,1370.0446341589268,2455.377728234314
0.3826757369614515,,579.2222564737631,1384.010875165111,2551.9274396002456
0.3926757369614515,,868.6115129166697,1586.4760474309307,2734.739467688463
0.40267573696145154,,973.2720847419245,1593.099256839696,2679.82605286736
0.41267573696145154,,791.8787991417036,1435.8020584652681,2527.5857744581103
