time,F0,F1,F2,F3
0.02045351473922896,,,,
0.030453514739228957,,1193.3307290544842,2047.1312935622286,2430.2608391421168
0.04045351473922896,,1194.9206395592228,2025.9629190987748,2484.8485046273763
0.05045351473922896,,1264.735764976543,2168.775401231164,3077.396474064325
0.060453514739228956,265.3534755694282,862.0007616743229,1789.8620368918037,2848.4214128442345
0.07045351473922896,259.6825852413626,440.2944121861922,1282.7574079694903,2184.2969408892677
0.08045351473922896,260.81192896351695,471.79839374460494,1285.2247491060073,2148.758116105125
0.09045351473922895,268.77876399076905,497.69610672291697,1269.9852673173639,1978.0300528585478
0.10045351473922896,274.69254733263256,508.61466507833745,1228.3658379812812,1912.1090340678895
0.11045351473922896,281.8779545498067,506.4003184087887,1193.5788483921226,1982.8974306584573
0.12045351473922897,281.9036264799588,517.5009257696106,1225.1050855568576,1733.542519874929
0.13045351473922895,283.1491243356796,534.8167224473452,1052.6075266681642,1793.5507659742561
0.14045351473922896,287.20929524193565,538.8159656652407,794.8791093200027,2031.6310157133992
0.15045351473922897,290.85546787793874,533.517210129088,883.8855421920582,2058.1475975110084
0.16045351473922898,299.2709955377267,477.6454036064628,1094.3309533500824,2114.7157016834467
0.17045351473922896,321.8465936091199,435.1131317718229,1171.7636270206401,2127.3191755253847
0.18045351473922897,347.23928979938023,460.90790268628814,1143.4644079901004,2155.3543257819233
0.19045351473922897,363.34505546112337,539.2217440317586,1095.7765808629526,2198.734201837547
0.20045351473922896,357.5584281288302,619.6136193829975,1184.169748609442,2181.4698715176546
0.21045351473922896,333.02982130205237,618.2187002570494,1275.384595871281,2235.2893652310013
0.22045351473922897,318.0563188690748,588.3666966892521,1238.1013678599872,2268.00948936192
0.23045351473922895,301.73962461063195,573.8170705993591,1201.74509100505,2208.512644675963
0.24045351473922896,285.47402729830094,550.8780643868574,1173.2996494750817,2160.863527480175
0.25045351473922894,250.350423119921,555.2790422893628,1198.8460718382933,2150.1093933002644
0.26045351473922895,211.87516320522968,574.8086321289283,1238.9959344994857,2169.1532355616414
0.27045351473922896,180.11997426868024,531.5720126256489,1271.2174086101422,2254.741846750137
0.28045351473922897,171.0015262491581,447.42472179123183,1291.4610727507225,2368.300956811399
0.290453514739229,168.293621222616,393.71035066130963,1293.6020909064466,2555.019559873605
0.300453514739229,168.50551521067885,370.2874104592084,1323.2330157308254,2562.987808546928
0.31045351473922894,168.76215198488322,875.9151167491405,1958.5639480452119,3183.8928078387366
0.32045351473922895,184.1980740716948,1348.9270055455393,2527.249229477784,3863.3955572276145
0.33045351473922896,186.09565587108614,1292.4910160028157,2452.4349895008445,3843.050915806374
0.34045351473922897,183.38257008336402,1251.5766916939676,2375.487363170108,3948.8096920473504
0.350453514739229,175.88359715883357,1239.2733696031833,2204.5445903450395,3169.0732525655385
0.360453514739229,169.63670384202058,1333.8669220446423,2283.654583617477,3196.467444302457
0.37045351473922894,168.9705334272666,1356.6706833331455,2586.523967468843,4009.418659668302
0.38045351473922895,165.4163109616439,1256.8922556369473,2491.4769343958123,3984.9145480756692
0.39045351473922896,160.0376036086476,1240.8733010047883,2712.2662154167833,3995.846875600181
0.40045351473922897,157.89011858561167,787.939147203334,2197.0894494343597,3218.392165706144
0.410453514739229,155.22804601216913,314.54483918617206,1272.3449269450578,2454.0906699480743
